Treinador;Pasta;Imagem;Classificação;Pontuação;Nota de 2;Nota de 5;Nota de 10;Nota 20;Nota 50;Nota 100;Acuracia
RN;/home/suporte/Documents/TCC2/TCC2/Data Base/DATA 1;10.1;10;0;0.0;0.0;1.0;0.0;0.0;0.0
RN;/home/suporte/Documents/TCC2/TCC2/Data Base/DATA 1;10.2;10;0;0.0;0.0;1.0;0.0;0.0;0.0
RN;/home/suporte/Documents/TCC2/TCC2/Data Base/DATA 1;10.3;10;0;0.0;0.0;1.0;0.0;0.0;0.0
RN;/home/suporte/Documents/TCC2/TCC2/Data Base/DATA 1;10.4;10;0;0.0;0.0;1.0;0.0;0.0;0.0
RN;/home/suporte/Documents/TCC2/TCC2/Data Base/DATA 1;10.5;50;0;0.0;0.0;0.0;0.0;1.0;0.0
RN;/home/suporte/Documents/TCC2/TCC2/Data Base/DATA 1;10.6;50;0;0.0;0.0;0.0;0.0;1.0;0.0
RN;/home/suporte/Documents/TCC2/TCC2/Data Base/DATA 1;10.7;10;0;0.0;0.0;1.0;0.0;0.0;0.0
RN;/home/suporte/Documents/TCC2/TCC2/Data Base/DATA 1;10.8;10;0;0.0;0.0;1.0;0.0;0.0;0.0
RN;/home/suporte/Documents/TCC2/TCC2/Data Base/DATA 1;100.1;10;0;0.0;0.0;1.0;0.0;0.0;0.0
RN;/home/suporte/Documents/TCC2/TCC2/Data Base/DATA 1;100.10;5;0;0.0;1.0;0.0;0.0;0.0;0.0
RN;/home/suporte/Documents/TCC2/TCC2/Data Base/DATA 1;100.2;10;0;0.0;0.0;1.0;0.0;0.0;0.0
RN;/home/suporte/Documents/TCC2/TCC2/Data Base/DATA 1;100.3;10;0;0.0;0.0;1.0;0.0;0.0;0.0
RN;/home/suporte/Documents/TCC2/TCC2/Data Base/DATA 1;100.4;10;0;0.0;0.0;1.0;0.0;0.0;0.0
RN;/home/suporte/Documents/TCC2/TCC2/Data Base/DATA 1;100.5;10;0;0.0;0.0;1.0;0.0;0.0;0.0
RN;/home/suporte/Documents/TCC2/TCC2/Data Base/DATA 1;100.6;10;0;0.0;0.0;1.0;0.0;0.0;0.0
RN;/home/suporte/Documents/TCC2/TCC2/Data Base/DATA 1;100.7;10;0;0.0;0.0;1.0;0.0;0.0;0.0
RN;/home/suporte/Documents/TCC2/TCC2/Data Base/DATA 1;100.8;10;0;0.0;0.0;1.0;0.0;0.0;0.0
RN;/home/suporte/Documents/TCC2/TCC2/Data Base/DATA 1;100.9;10;0;0.0;0.0;1.0;0.0;0.0;0.0
RN;/home/suporte/Documents/TCC2/TCC2/Data Base/DATA 1;2.1;10;0;0.0;0.0;1.0;0.0;0.0;0.0
RN;/home/suporte/Documents/TCC2/TCC2/Data Base/DATA 1;2.10;10;0;0.0;0.0;1.0;0.0;0.0;0.0
RN;/home/suporte/Documents/TCC2/TCC2/Data Base/DATA 1;2.2;10;0;0.0;0.0;1.0;0.0;0.0;0.0
RN;/home/suporte/Documents/TCC2/TCC2/Data Base/DATA 1;2.3;10;0;0.0;0.0;1.0;0.0;0.0;0.0
RN;/home/suporte/Documents/TCC2/TCC2/Data Base/DATA 1;2.4;10;0;0.0;0.0;1.0;0.0;0.0;0.0
RN;/home/suporte/Documents/TCC2/TCC2/Data Base/DATA 1;2.5;10;0;0.0;0.0;1.0;0.0;0.0;0.0
RN;/home/suporte/Documents/TCC2/TCC2/Data Base/DATA 1;2.6;10;0;0.0;0.0;1.0;0.0;0.0;0.0
RN;/home/suporte/Documents/TCC2/TCC2/Data Base/DATA 1;2.7;10;0;0.0;0.0;1.0;0.0;0.0;0.0
RN;/home/suporte/Documents/TCC2/TCC2/Data Base/DATA 1;2.8;10;0;0.0;0.0;1.0;0.0;0.0;0.0
RN;/home/suporte/Documents/TCC2/TCC2/Data Base/DATA 1;2.9;10;0;0.0;0.0;1.0;0.0;0.0;0.0
RN;/home/suporte/Documents/TCC2/TCC2/Data Base/DATA 1;20.1;10;0;0.0;0.0;1.0;0.0;0.0;0.0
RN;/home/suporte/Documents/TCC2/TCC2/Data Base/DATA 1;20.10;10;0;0.0;0.0;1.0;0.0;0.0;0.0
RN;/home/suporte/Documents/TCC2/TCC2/Data Base/DATA 1;20.2;10;0;0.0;0.0;1.0;0.0;0.0;0.0
RN;/home/suporte/Documents/TCC2/TCC2/Data Base/DATA 1;20.3;10;0;0.0;0.0;1.0;0.0;0.0;0.0
RN;/home/suporte/Documents/TCC2/TCC2/Data Base/DATA 1;20.4;10;0;0.0;0.0;1.0;0.0;0.0;0.0
RN;/home/suporte/Documents/TCC2/TCC2/Data Base/DATA 1;20.5;10;0;0.0;0.0;1.0;0.0;0.0;0.0
RN;/home/suporte/Documents/TCC2/TCC2/Data Base/DATA 1;20.6;10;0;0.0;0.0;1.0;0.0;0.0;0.0
RN;/home/suporte/Documents/TCC2/TCC2/Data Base/DATA 1;20.7;10;0;0.0;0.0;1.0;0.0;0.0;0.0
RN;/home/suporte/Documents/TCC2/TCC2/Data Base/DATA 1;20.8;10;0;0.0;0.0;1.0;0.0;0.0;0.0
RN;/home/suporte/Documents/TCC2/TCC2/Data Base/DATA 1;20.9;10;0;0.0;0.0;1.0;0.0;0.0;0.0
RN;/home/suporte/Documents/TCC2/TCC2/Data Base/DATA 1;5.1;10;0;0.0;0.0;1.0;0.0;0.0;0.0
RN;/home/suporte/Documents/TCC2/TCC2/Data Base/DATA 1;5.10;10;0;0.0;0.0;1.0;0.0;0.0;0.0
RN;/home/suporte/Documents/TCC2/TCC2/Data Base/DATA 1;5.2;10;0;0.0;0.0;1.0;0.0;0.0;0.0
RN;/home/suporte/Documents/TCC2/TCC2/Data Base/DATA 1;5.3;20;0;0.0;0.0;0.0;1.0;0.0;0.0
RN;/home/suporte/Documents/TCC2/TCC2/Data Base/DATA 1;5.4;10;0;0.0;0.0;1.0;0.0;0.0;0.0
RN;/home/suporte/Documents/TCC2/TCC2/Data Base/DATA 1;5.5;10;0;0.0;0.0;1.0;0.0;0.0;0.0
RN;/home/suporte/Documents/TCC2/TCC2/Data Base/DATA 1;5.6;10;0;0.0;0.0;1.0;0.0;0.0;0.0
RN;/home/suporte/Documents/TCC2/TCC2/Data Base/DATA 1;5.7;10;0;0.0;0.0;1.0;0.0;0.0;0.0
RN;/home/suporte/Documents/TCC2/TCC2/Data Base/DATA 1;5.8;20;0;0.0;0.0;0.0;1.0;0.0;0.0
RN;/home/suporte/Documents/TCC2/TCC2/Data Base/DATA 1;5.9;10;0;0.0;0.0;1.0;0.0;0.0;0.0
RN;/home/suporte/Documents/TCC2/TCC2/Data Base/DATA 1;50.1;10;0;0.0;0.0;1.0;0.0;0.0;0.0
RN;/home/suporte/Documents/TCC2/TCC2/Data Base/DATA 1;50.10;10;0;0.0;0.0;1.0;0.0;0.0;0.0
RN;/home/suporte/Documents/TCC2/TCC2/Data Base/DATA 1;50.2;10;0;0.0;0.0;1.0;0.0;0.0;0.0
RN;/home/suporte/Documents/TCC2/TCC2/Data Base/DATA 1;50.3;10;0;0.0;0.0;1.0;0.0;0.0;0.0
RN;/home/suporte/Documents/TCC2/TCC2/Data Base/DATA 1;50.4;10;0;0.0;0.0;1.0;0.0;0.0;0.0
RN;/home/suporte/Documents/TCC2/TCC2/Data Base/DATA 1;50.5;10;0;0.0;0.0;1.0;0.0;0.0;0.0
RN;/home/suporte/Documents/TCC2/TCC2/Data Base/DATA 1;50.6;10;0;0.0;0.0;1.0;0.0;0.0;0.0
RN;/home/suporte/Documents/TCC2/TCC2/Data Base/DATA 1;50.7;10;0;0.0;0.0;1.0;0.0;0.0;0.0
RN;/home/suporte/Documents/TCC2/TCC2/Data Base/DATA 1;50.8;10;0;0.0;0.0;1.0;0.0;0.0;0.0
RN;/home/suporte/Documents/TCC2/TCC2/Data Base/DATA 1;50.9;10;0;0.0;0.0;1.0;0.0;0.0;0.0
;;;;=SOMA(E2:E32)
